[0.07842652249892769, 0.07082127450445039]
[0.5057132074442208, 0.16043013940136203]
[0.060972707858748365, 0.05678713794260128]
[0.1740252536045724, 0.07021202736541567]
[0.295293784206115, 0.1684002777106037]
[0.11955494727843986, 0.08145657651473193]
[0.1660823871946553, 0.070737415263162]
[0.17626052044068768, 0.07676708973328861]
[0.051596045390406305, 0.027152062157249728]
[0.13353703543719414, 0.11080575079373749]
[0.02719726214672311, 0.04168935416682919]
[0.19806452688519172, 0.13180020438252296]
[0.05119227872025367, 0.04177282336513483]
[0.0544024056248456, 0.025891833280027456]
[0.2548264818797582, 0.12248168748196052]
[0.05822667012232736, 0.06285659679696703]
[0.02560341443526472, 0.04542518585548128]
[0.026477635964333945, 0.041634358106263314]
[0.3996304868086216, 0.36670125047780266]
[0.10576958927653927, 0.07060987120780711]
[0.19568436480258025, 0.07940924089834701]
[0.19635488422778868, 0.06228401369830956]
[0.11243477061536526, 0.05035025859849755]
[0.09349562813453434, 0.03995366289365088]
[0.20077600801470777, 0.10374948319304789]
[0.053692176414509546, 0.061100623288686415]
[0.039345121986338015, 0.04196784485650319]
[0.17458058434009763, 0.07787052133145073]
[0.06370601421367807, 0.08079506361601049]
[0.04245188219834584, 0.05066268302766965]
[0.1905675619556008, 0.20386922638874805]
[0.6836554827542829, 0.03710400886177657]
[0.18856509752389788, 0.08020414849716438]
[0.13506722624119605, 0.0991029011397056]
[0.05969805406896469, 0.03576694151695517]
[0.08194189943118006, 0.03906085450616657]
[0.05230081829438895, 0.06151913940916288]
[0.23766670152640168, 0.12894977026468318]
[0.3904881423853456, 0.3427935658509568]
[0.12875640168721117, 0.07586219001333945]
[0.0543099515449683, 0.05006045666232418]
[0.1116869535168168, 0.0243659851315615]
[0.0740866370510483, 0.048195271118877295]
[0.4024647348310895, 0.13095732149682895]
[0.17368150630430734, 0.09074974062141648]
[0.14779557645118804, 0.05414615690649109]
[0.07595663448961558, 0.07373099515566614]
[0.07734981137852065, 0.031584900656052295]
[0.08812995709221311, 0.07352271220288477]
[0.06224220847030937, 0.05597623858149168]
[0.05587803336531336, 1.0141117551154135e-05]
[0.06895983097575431, 0.05028083094757042]
[0.7010398810525217, 0.7290995467700541]
[0.14061932108392558, 0.09960449641550496]
[0.03565059632881521, 0.045076487428914666]
[0.11394162055329977, 0.14320350102581303]
[0.07906642598293084, 0.06109165230008346]
[0.24349221794306347, 0.14223190395581592]
[0.060626838661568046, 0.08666989102199063]
[0.2989343530563652, 0.12527439523835526]
[0.026432773000983657, 0.04208992831009977]
[0.060440111733029, 0.07403873906904541]
[0.0830264918829865, 0.08804050206332738]
[0.16215718102963536, 0.07417993462879607]
[0.02553915127154673, 0.0455094351397524]
[0.18708734788651488, 0.04939192298991349]
[0.11886896831856344, 0.08575563027045582]
[0.14722205802781807, 0.13302922982112628]
[0.06944938290690784, 0.04520676178514872]
[0.036358703642236055, 0.030684681451896]
[0.24680571154023956, 0.11014891841080889]
[0.7818265591774315, 0.32098314234228614]
[0.06695160710956718, 0.09271477716844397]
[0.2939327388990689, 0.09369612531300947]
[0.049006724897580595, 0.04998790866753516]
[0.06685521236399021, 0.04274442043513194]
[0.21347980484610943, 0.09099546770054061]
[0.6018472628287614, 0.28861893580672593]
[0.06192513644554985, 0.06294786685492741]
[0.21393874083605768, 0.1115222597530248]
[0.1276384651410228, 0.10172750037054085]
[0.111134654062599, 0.12400519537253003]
[0.0485174760945578, 0.035523944738710206]
[0.07848351058750781, 0.06673947469011085]
[0.04638042277280396, 0.05035415902832492]
[0.03953912399001497, 0.013062929534834738]
[0.05137961190505421, 0.026978493029931896]
[0.2195951117557636, 0.17981683581530683]
[0.08358273200290396, 0.07660132146562551]
[0.2722996967203052, 0.2555585025469807]
[0.12797463423801927, 0.14324289536706944]
[0.09358899159880385, 0.0628308539601064]
[0.11388614810537342, 0.025265814292735052]
[0.11359393258733502, 0.12190793425435482]
[0.04231729330829496, 0.046075387507703354]
[0.5761389660602588, 0.3194756262140088]
[0.08214075148494894, 0.0634494621307268]
[0.04852141676025749, 0.027854139526175783]
[0.19455369687490057, 0.08723896373380345]
[0.0477393461829348, 0.06404193742150385]
[0.027194230865415656, 0.04046110881419132]
[0.05096675139097922, 0.0336256055417307]
[0.11506107274014188, 0.08259394185239213]
[0.1860943001301936, 0.07328361585446717]
[0.07471199038477569, 0.0626128199327566]
[0.07043848999752952, 0.06346662402196722]
[0.08083790677900596, 0.09756340148684384]
[0.06613588930973179, 0.07358394895117441]
[0.3787540524441979, 0.12748944933731696]
[0.5546380877465, 0.24482334953311852]
[0.06422345393286016, 0.06255821391517344]
[0.030421636073460077, 0.04554492905118144]
[0.4680668155025789, 0.2865279153762745]
[0.04736104227576476, 0.037193328704823274]
[0.1443481002202226, 0.05554836142942952]
[0.2125419264095837, 0.1482451966206676]
[0.09451777619140724, 0.07790874554375891]
[0.06937117584917558, 0.04029768080442465]
[0.1145281734862918, 0.090851151796928]
[0.10406904046305852, 0.05328338182867752]
[0.06493944257768039, 0.05523476687130922]
[0.060411314560608206, 0.0]
[0.1040848031258573, 0.08020531862611259]
[0.14818327733041117, 0.09402805189131841]
[0.2147744650925223, 0.12060324047710058]
[0.09821321123332227, 0.09154581834918207]
[0.16496505690472835, 0.12790016459813872]
[0.5411637392067441, 0.35673214188203534]
[0.11516201440768008, 0.0864179232551427]
[0.245979384255828, 0.14411776177734786]
[0.11744760051349906, 0.08957883158724089]
[0.2298199267339308, 0.1319133168475166]
[0.3338304634677556, 0.07764234618654976]
[0.08146174447207961, 0.04868048458940175]
[0.24592027427033272, 0.12321262803160908]
[0.20098546955305277, 0.09859545521916514]
[0.1401555350438854, 0.0685161204764765]
[0.0677533810153883, 0.1010277632595112]
[0.2896804574809749, 0.1471004204663354]
[0.06322798115149283, 0.0632825237341155]
[0.23097636055272383, 0.14239377179365165]
[0.10792543654239928, 0.10106871777269855]
[0.058319124202204656, 1.1311246499364227e-05]
[0.07932620679097951, 0.08688363457653034]
[0.2259156364099323, 0.112050767994633]
[0.09426587671475797, 0.06881216310037365]
[0.02538970910308933, 0.04579611673206387]
[0.06930994396676504, 0.06318033247263848]
[0.026302124776632463, 0.04372654866566295]
[0.05196919611935368, 0.026549445748921527]
[0.07617791802505962, 0.07217355352559852]
[0.26055530042271213, 0.05679844918910063]
[0.03654179303320618, 0.045341326614192885]
[0.2963244198506488, 0.20754694167297236]
[0.045599564708004255, 0.07082088446146766]
[0.4696561162920761, 0.22146133503912127]
[0.09473239090797486, 0.03909322807373373]
[0.05551700776159579, 0.04220304077509342]
[0.05482587562349668, 0.02561100233245704]
[0.11757885499411173, 0.04762658845004719]
[0.06526712408701596, 0.05979943989827679]
[0.04656078401059736, 0.06944052234556249]
[0.04704912342922792, 0.03616127497250197]
[0.06891527114053475, 0.04422346342566951]
[0.03976919824125058, 0.04332987495221974]
[0.2028666827324576, 0.0913164730753329]
[0.11373882783383121, 0.15449680554797135]
[0.34704199991815543, 0.10601875326660996]
[0.3536374617869101, 0.2463394466070161]
[0.15797158780030526, 0.08813450242216692]
[0.05640092939084888, 0.07094842851682256]
[0.14982198800521987, 0.06499208212745045]
[0.0949706496187406, 0.0759507297704207]
[0.06441563716775263, 0.08904291252896068]
[0.6588777893471681, 0.3595158786498272]
[0.04465289555568691, 0.034667410348620406]
[0.12172625407896792, 0.04067407228276556]
[0.29112880368967564, 0.06878212979070293]
[0.11267030117295432, 0.06707842204210904]
[0.11109858181504031, 0.05601992339555818]
[0.05010435185900905, 0.023585509123105367]
[0.7575981339432271, 0.173926796733]
[0.1659365825637668, 0.05283951291432316]
[0.02635153466194393, 0.037792434726306834]
[0.1409266930085012, 0.07323564056759056]
[0.05634576007105324, 0.04858882448845863]
[0.06791585769346775, 0.033485970153910964]
[0.053981057523109735, 0.048907489605354515]
[0.12751206071050203, 0.06302392523656107]
[0.5859821427218179, 0.2523718513780218]
[0.24108659309746933, 0.1011521869710042]
[0.3103168143658484, 0.2711847945643609]
[0.1504537070296929, 0.08197221333790984]
[0.1483884950749257, 0.08202798948444116]
[0.059762014104551925, 0.05984702514217066]
[0.05489407945291436, 0.05388755840893666]
[0.28055417884862843, 0.0732254994500394]
[0.044000866946453936, 0.04846752112082752]
[0.06829385847250703, 0.07750778135750558]
[0.09652842508264033, 0.04033707514568105]
[0.08126349867457226, 0.07723436122660716]
[0.08026014456180557, 0.06952165128597172]
[0.21265135566478277, 0.07228159543181657]
[0.06861365865044326, 0.05323579658478364]
[0.05797477064567809, 0.056798059146117914]
[0.05013102713451463, 0.04043146554750333]
[0.596575864635102, 0.32192080567278514]
[0.053567590752773245, 0.06840924869920666]
[0.2747523064261648, 0.11015047858273982]
[0.19414841456409415, 0.06174497429616743]
[0.08810540371362273, 0.05953733101387773]
[0.5259076035144676, 0.20298421886091847]
[0.06296698783092121, 0.08918995873345244]
[0.1013239121110298, 0.07527439523835526]
[0.11760219586017912, 0.06297204951985709]
[0.21820860368573491, 0.1106945885436575]
[0.06549234828815967, 0.06456888549118113]
[0.0748956860320073, 0.04593653220584908]
[0.05744217451995872, 0.037069295036313]
[0.3524152491637453, 0.20576210498396924]
[0.09060075448591744, 0.033975474097245516]
[0.21010780751969957, 0.10519771278794925]
[0.26143710015505006, 0.06970887191768532]
[0.04373835798522856, 0.05038965293975396]
[0.04486084145337814, 0.0475427292087588]
[0.2495593274799292, 0.07156235617165012]
[0.1058784122754768, 0.057234517243800256]
[0.31777982894479584, 0.16873493458979175]
[0.04782876898150465, 0.04991809097362529]
[0.0489330647618095, 0.03506486414802911]
[0.05428357939759346, 0.0438525325490869]
[0.09862000918478236, 0.08619832905586193]
[0.10377924997006607, 0.049052975637915296]
[0.41513852197754736, 0.24349135274707276]
[0.07148973835495395, 0.02661575305598677]
[0.801977304796851, 0.10942148824800492]
[0.09820957369575337, 0.08271134479019587]
[0.024679783020884017, 0.04702514217066721]
[0.08941794851974957, 0.010577185605853764]
[0.11574583918749538, 0.03324765389145884]
[0.257108733576139, 0.08676740176767478]
[0.26096512965547974, 0.09670881731166771]
[0.06101696456583717, 0.04587373528562848]
[0.19972960970737527, 0.13158256039815583]
[0.1420031010007775, 0.0811461023004735]
[0.14631024861053643, 0.06810813551653393]
[0.12312913106805683, 0.0781614933965723]
[0.5469216580502496, 0.4224695961494957]
[0.04544193808001674, 0.03297813419038778]
[0.303008395133581, 0.14209889929870273]
[0.08257846850574505, 0.029088235523554697]
[0.10498812495547807, 0.030002496275089517]
[0.0947527004927348, 0.07441513054738633]
[0.10832253439367552, 0.110650903729591]
[0.0811913541794549, 0.07601469681958951]
[0.23414010885331177, 0.1377444594394302]
[0.22137932393333, 0.10239993447277888]
[0.11125469280237411, 0.13267390066385315]
[0.06313764896853076, 0.06531503771715641]
[0.26509312853996825, 0.08178694292110988]
[0.10170645981203026, 0.07023347972946617]
[0.12342286222674892, 0.10005265580266946]
[0.1604096473558891, 0.14477927467606927]
[0.026506433136754742, 0.040994297571592384]
[0.08207588206496945, 0.09500003900429828]
[0.09525104313967994, 0.051833592061845214]
[0.058501910465044014, 0.03624084374098025]
[0.07443947819523573, 0.04048724169403469]
[0.4375336282770045, 0.21071838116560443]
[0.07042606174416896, 0.07932070114126577]
[0.28409107787816373, 0.06051711898651231]
[0.3410294534448239, 0.10285121420380526]
[0.05118439738885429, 0.043407493505784336]
[0.11364425185703872, 0.06193648540069115]
[0.07641223607012566, 0.07421269823934598]
[0.04737104550407936, 0.036275947609426554]
[0.026627987517183576, 0.04211372093204671]
[0.04520883254747366, 0.04800727040119821]
[0.10429972097055563, 0.07494012840214992]
[0.0460891166391578, 0.038549508155798766]
[0.088057509468965, 0.06792754561552683]
[0.6644068464519611, 0.36337379379207585]
[0.14722993935921747, 0.06178748898128574]
[0.025543698193507908, 0.04556677145821469]
[0.05660190334153296, 0.045819129268045336]
[0.07247581416426815, 0.06619302447129674]
[0.13661984852687306, 0.0654008471733585]
[0.051425081124666, 0.03574665928185286]
[0.12347954718719832, 0.06741775943708997]
[0.21211209072018697, 0.08207206434149043]
[0.07388717874101795, 0.0260283483239853]
[0.04669961669447868, 0.0373349143075567]
[0.2388025226323041, 0.14119360953577084]
[0.0802516569741447, 0.07354416456693526]
[0.0521007537280971, 0.06805352949895078]
[0.04875512854906205, 0.04088118510659874]
[0.11371730573654831, 0.07678308149558082]
[0.05452092872396699, 0.06563682317791421]
[0.22043598919045088, 0.21280082065043568]
[0.1497904626796224, 0.062274262623741125]
[0.19318719526150108, 0.21838389590532875]
[0.12578635226216947, 0.07455242567730963]
[0.1195088718025666, 0.0341314912903402]
[0.12315762511234687, 0.07334641277468777]
[0.09108090944501789, 0.06823255922802693]
[0.18541044306723237, 0.10686163615230398]
[0.16426755907588358, 0.08179903425357475]
[0.05390739738733864, 0.049534288678612384]
[0.1860467090136665, 0.12083804635270806]
[0.07644436765198467, 0.013316067430630855]
[0.03739994877134591, 0.042593863843795585]
[0.05288009615224308, 0.0414568885491181]
[0.292565631029408, 0.09538891185808675]
[0.4940700559422966, 0.1595966175472537]
[0.09538320700468486, 0.0742649639990327]
[0.7202097040408495, 0.6664352411635761]
[0.07248460488005977, 0.1024732625535334]
[0.34505681378990494, 0.10921047499434436]
[0.10933983240045651, 0.06508296214242809]
[0.1868666706073324, 0.057145977486719034]
[0.1808641273623154, 0.08577162203274803]
[0.16391077726599643, 0.11512313656964995]
[0.10574109523224921, 0.06256250438798355]
[0.3498262317990504, 0.10282898175378924]
[0.3013715032275568, 0.1793339626026788]
[0.11080060686251778, 0.04073101855824512]
[0.02702660100911355, 0.04213712351101091]
[0.10369922414354936, 0.07419358613319185]
[0.12969458325186764, 0.0640126841977986]
[0.5703098121060283, 0.6190177157522759]
[0.21450255915924385, 0.08594324094515214]
[0.0396861411334264, 0.03504224165503038]
[0.054436659103619806, 0.06409654343908698]
[0.2206063471999297, 0.10055113073460693]
[0.04142943101334219, 0.03903628179825417]
[0.1569318583118491, 0.08459096192400403]
[0.11680769702949588, 0.066764437441006]
[0.0828288523417406, 0.04086285308641012]
[0.026548264818797587, 0.03340952172929457]
[0.06273933860473153, 0.04000046805157928]
[0.3833979754072148, 0.3029420942187829]
[0.09295939447124604, 0.06245407243878275]
[0.06070989576939225, 0.043516705540950607]
[0.11469944088016285, 0.0654476523312869]
[0.2155877578673117, 0.15671146960395038]
[0.07033087951111495, 0.06636269316878719]
[0.05026379725578104, 0.05996637829488809]
[0.15382812938114876, 0.103100451669774]
[0.058759266248046726, 3.900429827366976e-07]
[0.25490772021879793, 0.11651324976012356]
[0.2682111044928136, 0.1683452816500378]
[0.06103606163807412, 0.02975871941087908]
[0.31006582427359136, 0.23142693324804392]
[0.31558700004698487, 0.08082743718357761]
[0.12844266407188987, 0.05436185067594449]
[0.10769718105994812, 0.07062742314203026]
[0.21204752442833824, 0.08982572879531325]
[0.4004801549591005, 0.2405320966370494]
[0.05095341375322642, 0.06650232855660694]
[0.3033175858269412, 0.14114446411994602]
[0.04824920769884827, 0.06782691452598076]
[0.1921377656728611, 0.07509887589612374]
[0.07539342242269095, 0.08105717250040953]
[0.13818398968151843, 0.09953155837773321]
[0.06979767712913411, 0.07097105100982128]
[0.1718885034109493, 0.052708068429140886]
[0.27109203424741624, 0.06461998112191963]
[0.02607750683175025, 0.04455695017590938]
[0.17798683514528177, 0.10505651722819855]
[0.05249845783563484, 0.06006076869671038]
[0.16757499011044474, 0.117841346116342]
[0.09938752961182928, 0.02797271259292774]
[0.03573516907729313, 0.058864116825674176]
[0.1553707484385112, 0.08887051353059107]
[0.09317946549416704, 0.07592264667566366]
[0.04491995143887346, 0.059648493263957686]
[0.10777811627085712, 0.08016202385502881]
[0.055553989393546714, 0.057667464954638]
[0.03649026125097949, 0.041722897863344544]
[0.14241020208036836, 0.046064076261203984]
[0.5141007628219411, 0.2826813114805252]
[0.3651435993737373, 0.18775928107277423]
[0.048818482328387806, 0.03672215678167733]
[0.32551262756010646, 0.3533914237348956]
[0.0863993985937886, 0.07013206855395464]
[0.047199778110208285, 0.028836657799689525]
[0.13871567642284555, 0.12838342785374948]
[0.16180888680740907, 0.07251562122145859]
[0.5514097731540634, 0.10082377077953988]
[0.22629303093271008, 0.11993821719153452]
[0.06418859419782445, 0.050817920134798855]
[0.05078063071870164, 0.03832640356967337]
[0.10142970382865985, 0.08214851276610681]
[0.08135261834501134, 0.06509739373278936]
[0.19807301447285255, 0.09005624419811062]
[0.2077770553223995, 0.06358012652994359]
[0.09543170750560408, 0.04814768587498342]
[0.2136271251176516, 0.09933146632758928]
[0.09691551970560196, 0.04398436707725191]
[0.3126539322538941, 0.2591262257100732]
[0.0751515261743563, 0.07895679103837241]
[0.3143817625991419, 0.3210330678440764]
[0.04576416328299891, 0.03604933263645654]
[0.04809188419899151, 0.027808894540178326]
[0.08844339157940366, 0.05036742048973797]
[0.04444464652986494, 0.03898869655436029]
[0.13409297242898088, 0.05324203727250743]
[0.3541846080629052, 0.1932389949372421]
[0.3008737668368731, 0.06813855886918738]
[0.08480312585728425, 0.04952297743211301]
[0.868898295965213, 0.24682466007754053]
[0.04617399251576645, 0.049687185527845165]
[0.05856556737250052, 0.0817814823193516]
[0.05861891792351169, 0.03929956081160144]
[0.05036049512948876, 0.048423836306761]
[0.7528960103791074, 0.4653251788347076]
[0.1246820564818646, 0.09892582162554314]
[0.151687438521826, 0.08254869686639468]
[0.04074496769411948, 0.029176385237653188]
[0.08595774090729282, 0.0628690781724146]
[0.2143303823809805, 0.093212472014416]
[0.3095438376324481, 0.1020332940690064]
[0.2203235286539444, 0.08211925954240157]
[0.13918673753802363, 0.08724442433556177]
[0.14093214931485465, 0.0731385198648891]
[0.04422609114759764, 0.0693184388919659]
[0.0546597614078483, 0.040477880662449006]
[0.5213758379598266, 0.2788194959084491]
[0.05147206598493151, 0.0482038520644975]
[0.02964926559632124, 0.03752564532611494]
[0.10897638177169298, 0.10100007020773688]
[0.0677982439787386, 0.0719629303149207]
[0.12382268823120188, 0.07171447293491742]
[0.08558519643460692, 0.07909252599636478]
[0.04235760934968407, 0.03721244081097737]
[0.3956695115241737, 0.205651332776872]
[0.057809262686291184, 0.0]
[0.06795011117224196, 0.05545475111357271]
[0.23668699140783317, 0.09641277468777057]
[0.3673776536973296, 0.13958585236093018]
[0.11018859116654314, 0.06920454634100677]
[0.1506686248743913, 0.06861246109321247]
[0.11785833913065887, 0.0767573386587202]
[0.353624427277288, 0.29148614177282334]
[0.13718882002828187, 0.07047686655069389]
[0.36096043116945326, 0.442180028239112]
[0.17050745164727407, 0.13620612991551667]
[0.07186319221203208, 0.036848920751066765]
[0.04942746674305497, 0.017209086441325832]
[0.2847591722783262, 0.11181635216200823]
[0.1222637002547792, 0.05036430014587608]
[0.29559994361816766, 0.20891833280027455]
[0.08490982695930657, 0.05070870809963258]
[0.24414091214285824, 0.11134049972306947]
[0.06704315180505224, 0.05180745918200186]
[0.10917584008172336, 0.10309733132591212]
[0.09569148831365276, 0.07107675265814292]
[0.24425155391058023, 0.10771153981168724]
[0.08058600730235667, 0.0487522524982253]
[0.06049740294973985, 0.048431247123433]
[0.0699068032562024, 0.03666052999040494]
[0.09722622603961582, 0.05841166696569962]
[0.08019466888556459, 0.07774219719013035]
[0.15391482402654189, 0.07026117278124049]
[0.09901074134531296, 0.07115359112574206]
[0.12291633512027368, 0.04619201035954162]
[0.4709686610982029, 0.18920907083960647]
[0.08765253028628937, 0.04096699456280082]
[0.07584932713133177, 0.07269933146632758]
[0.10059488895658748, 0.04323236420653556]
[0.16335908406804014, 0.08730878142771331]
[0.46721835986462307, 0.09702670234259816]
[0.12038066830658987, 0.11297594994968443]
[0.10919554341022177, 0.05198258848125063]
[0.04485811330020144, 0.030169044628718084]
[0.09761574568762343, 0.0844918910063889]
[0.5266930085012285, 0.3538200809729232]
[0.02695506277025768, 0.03744958694448128]
[0.10942167699575772, 0.09289302681155465]
[0.22389953121234585, 0.08481991715487046]
[0.051620598768996655, 0.037537736658579776]
[0.08606565452183813, 0.06709753414826314]
[0.104183926024611, 0.0232574829746238]
[0.043274268817057635, 0.039774243121592]
[0.288629815379812, 0.09457216185223613]
[0.06013455857723782, 0.04127200817530092]
[0.04963905017831512, 0.04158599277640396]
[0.10481534192095328, 0.03483590891716267]
[0.04569626258171198, 0.030402680375377363]
[0.04099929219581472, 0.04231576319710432]
[0.2689710467165919, 0.07965067750466101]
[0.09538926956729976, 0.09536043872034698]
[0.6109289816258884, 0.31061111934535185]
[0.17558242281221065, 0.06349119672987963]
[0.02640882587865478, 0.043452738491781794]
[0.11380460663820297, 0.10284653368801241]
[0.183366753209748, 0.09370431621564698]
[0.16457129346289032, 0.09672792941782184]
[0.21786273448855467, 0.03195427136070395]
[0.0652431769646871, 0.05589198929722056]
[0.13854440902897447, 0.07156391634358106]
[0.07311298949509465, 0.0408488115390316]
[0.026420041619492355, 0.043817428680640605]
[0.28448696321691697, 0.21269745926001044]
[0.06873672867152582, 0.03927693831860271]
[0.0466441442465523, 0.026349743741760343]
[0.055555808162331195, 0.06198602085949871]
[0.05546699162002284, 0.051723599940713454]
[0.05963560967403118, 0.0]
[0.10418241038395729, 0.07124525122668517]
[0.30409965640426384, 0.1701851143996068]
[0.17212494335293055, 0.10324359744443835]
[0.15115150798666843, 0.045198180839528514]
[0.26928114679434423, 0.21854264339930257]
[0.2646208549122672, 0.1791767752806359]
[0.05071606442685291, 0.027825276345453263]
[0.06440351204252283, 0.04765077111497687]
[0.25221321426460364, 0.12871691460398935]
[0.1010383654118678, 0.05572193055674735]
[0.06508039715847691, 0.04113939356117044]
[0.04559804906735053, 0.03837281868461904]
[0.07406056803180419, 0.05459509637962103]
[0.06902379101134155, 0.03887168365953928]
[0.04547528217439871, 0.043824839497312605]
[0.08983202154634755, 0.07104203883267936]
[0.09500641873816856, 0.07750388092767822]
[0.02639942890660168, 0.042441357037545535]
[0.14109341348041113, 0.07837484690812928]
[0.1896921279140086, 0.08975474097245517]
[0.03725232537167299, 0.06159948826360664]
[0.20540053077735693, 0.06799151266469565]
[0.2606395700430594, 0.12450874086324312]
[0.1195391846156411, 0.04647245126412931]
[0.18042641034151932, 0.09330803254518649]
[0.06599887539463495, 0.04689252755653673]
[0.538560474819904, 0.0970029097206512]
[0.33925039444548016, 0.28705525348893446]
[0.11325048841520068, 0.08812631151952947]
[0.1281786394700108, 0.09780756839403702]
[0.16952440711926728, 0.04950659562683808]
[0.23612377934090847, 0.08210716820993674]
[0.07740649633897001, 0.05555889258996342]
[0.06461479234965224, 0.02557355820611432]
[0.08103221191081365, 0.05002379262194694]
[0.06388970986090967, 0.04717803901989999]
[0.07652803101607034, 0.08512493076737054]
[0.1593493051545423, 0.07648781895764913]
[0.2608741912162561, 0.08695657261430209]
[0.08658794429111216, 0.042087588052203355]
[0.045123350414603504, 0.048660592397282175]
[0.04840653119870505, 0.0506642431996006]
[0.04881060099698842, 0.04138083016748445]
[0.12206697009792553, 0.03954099741791545]
[0.055124759960411475, 0.0581542385970934]
[0.05810117507619884, 0.06765841595743849]
[0.22910333183284912, 0.11596289911148208]
[0.07522912697582705, 0.047716688379059374]
[0.23988620569971827, 0.21099531168334748]
[0.16798603185573527, 0.08769492398062266]
[0.1777743423256294, 0.08274683870162491]
[0.06105303681339584, 0.05208048926991753]
[0.04394327260161234, 0.04972618982611884]
[0.2463846665666344, 0.11095084678331552]
[0.026350019021290208, 0.043925860629841405]
[0.22255485482436, 0.09664211996161978]
[0.13318631618992188, 0.08002784906896741]
[0.14200795105086944, 0.08070925415980841]
[0.13798877516531854, 0.05480064903152327]
[0.07625521569839964, 0.07958788058444041]
[0.05881019177401192, 0.0712901061696999]
[0.10196048118559475, 0.044288210560803794]
[0.098007690360677, 0.03868407298484293]
[0.48892294028224254, 0.3682817046438517]
[0.15790641525219504, 0.07651590205240617]
[0.09620104670143545, 0.06761395105740653]
[0.163210551283975, 0.1119201035954162]
[0.14341689060257326, 0.03463464673807053]
[0.2538210058700763, 0.08429062882729678]
[0.04547225089309127, 0.0440756371352123]
[0.6592088052659419, 0.5415532291658541]
[0.1284741893974874, 0.0844259737423064]
[0.0785686895922472, 0.06858125765459352]
[0.1130689146648843, 0.08320747946423694]
[0.08080638145340846, 0.06474011436060254]
[0.09771426233011561, 0.07716805391954194]
[0.16943104365499775, 0.087641098049005]
[0.1154518049006725, 0.0882011997722149]
[0.02530877389218036, 0.04601727110327558]
[0.26346260232468965, 0.2515558814581367]
[0.17974285640668883, 0.10981582170355172]
[0.1788565097523898, 0.059019353932803394]
[0.22780018399877536, 0.06781092276368855]
[0.19080915507580476, 0.06642275978812864]
[0.04695970063065809, 0.04569080512672496]
[0.264945808268426, 0.3118342941392141]
[0.05906633504449165, 0.04223814464353972]
[0.16026929903135406, 0.0923454064637923]
[0.23714744303843516, 0.15377561607289122]
[0.04510880026432774, 0.06812490736479158]
[0.34632570814520447, 0.21019260322487535]
[0.11921695941265896, 0.05433922818294576]
[0.06008272366688037, 0.04098727679790313]
[0.04566140284667629, 0.06412345640489582]
[0.19989875520433112, 0.11083227371656355]
